quarantine_id,run_id,dataset,quarantine_timestamp,error_reasons,order_id,customer_id,product_id,quantity,unit_price,discount_rate,total_amount,order_date,order_status,payment_method
Q-pipe-20260817170515-c0ef-orders-00102,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0000735,CUST-000411,P-PRD-110,0,3500.0,0.0,0.0,2026-04-19 07:29:01,Processing,Wallet
Q-pipe-20260817170515-c0ef-orders-00103,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0004831,CUST-000458,P-PRD-109,1,-550.0,0.05,-550.0,2026-08-12 00:31:16,Shipped,Wallet
Q-pipe-20260817170515-c0ef-orders-00104,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0001762,CUST-000298,P-PRD-102,5,-899.0,0.0,-4495.0,2026-03-01 01:29:34,Pending,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00105,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0001767,CUST-000441,P-PRD-111,0,249.0,0.0,0.0,2026-04-30 09:00:53,Completed,UPI
Q-pipe-20260817170515-c0ef-orders-00106,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000233,CUST-000401,P-PRD-103,2,189.0,0.0,378.0,2026-03-22 20:51:29,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00107,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0004841,CUST-000179,P-PRD-111,1,249.0,0.0,249.0,2026-05-22 22:47:00,UNKNOWN_ERROR_STATUS,UPI
Q-pipe-20260817170515-c0ef-orders-00108,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,customer_id is null | orphaned customer_id (not in customer master),ORD-0003819,,P-PRD-106,1,1200.0,0.05,1140.0,2026-05-10 22:30:37,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00109,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0004844,CUST-000480,P-PRD-106,2,1200.0,0.0,2400.0,2026-06-01 02:03:46,UNKNOWN_ERROR_STATUS,Net Banking
Q-pipe-20260817170515-c0ef-orders-00110,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0002285,CUST-ORPHAN-993160,P-PRD-107,2,199.0,0.05,378.1,2026-08-06 07:30:52,Cancelled,Credit Card
Q-pipe-20260817170515-c0ef-orders-00111,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0003826,CUST-000046,P-PRD-103,3,-189.0,0.05,-567.0,2026-03-30 04:55:03,Processing,Net Banking
Q-pipe-20260817170515-c0ef-orders-00112,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0004852,CUST-000056,P-PRD-103,2,189.0,0.0,378.0,2026-99-99 25:99:99,Cancelled,UPI
Q-pipe-20260817170515-c0ef-orders-00113,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0001785,CUST-000124,P-PRD-101,0,2499.0,0.0,0.0,2026-04-02 17:01:09,Refunded,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00114,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,customer_id is null | orphaned customer_id (not in customer master),ORD-0004858,,P-PRD-104,1,299.0,0.05,284.05,2026-08-06 08:49:14,Cancelled,Wallet
Q-pipe-20260817170515-c0ef-orders-00115,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0003327,CUST-000067,P-PRD-103,0,189.0,0.0,0.0,2026-08-18 00:24:52,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00116,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,quantity must be greater than 0,ORD-0004352,CUST-000106,P-PRD-111,-4,249.0,0.05,-996.0,2026-08-02 23:19:41,Cancelled,Wallet
Q-pipe-20260817170515-c0ef-orders-00117,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0002713,CUST-000442,P-PRD-111,1,249.0,0.0,249.0,2026-05-26 00:41:45,Completed,Net Banking
Q-pipe-20260817170515-c0ef-orders-00118,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,unit_price must be greater than 0,ORD-0000255,CUST-000334,P-PRD-104,1,-299.0,0.0,-299.0,2026-03-14 23:10:56,Cancelled,Wallet
Q-pipe-20260817170515-c0ef-orders-00119,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0004866,CUST-ORPHAN-907515,P-PRD-106,1,1200.0,0.1,1080.0,2026-06-30 16:05:16,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00120,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,order_status not in allowed business statuses,ORD-0002822,CUST-000328,P-PRD-104,2,299.0,0.05,568.1,2026-05-16 14:22:04,UNKNOWN_ERROR_STATUS,Wallet
Q-pipe-20260817170515-c0ef-orders-00121,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,invalid or unparseable order_date format,ORD-0004359,CUST-000445,P-PRD-105,2,4500.0,0.0,9000.0,2026-99-99 25:99:99,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00122,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000829,CUST-000351,P-PRD-105,2,4500.0,0.05,8550.0,2026-04-09 00:11:54,Refunded,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00123,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,orphaned customer_id (not in customer master),ORD-0004871,CUST-ORPHAN-966060,P-PRD-106,1,1200.0,0.0,1200.0,2026-05-30 21:24:17,Cancelled,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00124,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000266,CUST-000073,P-PRD-103,1,189.0,0.05,179.55,2026-04-24 00:09:46,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00125,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0000267,CUST-000291,P-PRD-101,3,2499.0,0.15,6372.45,2026-07-09 09:52:54,Refunded,Wallet
Q-pipe-20260817170515-c0ef-orders-00126,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.283755,duplicate order_id,ORD-0001292,CUST-000052,P-PRD-108,2,750.0,0.0,1500.0,2026-04-14 10:17:02,Refunded,Net Banking
Q-pipe-20260817170515-c0ef-orders-00127,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0001803,CUST-000280,P-PRD-102,-1,899.0,0.0,-899.0,2026-04-02 03:08:52,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00128,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0004878,CUST-000429,P-PRD-109,0,550.0,0.1,0.0,2026-02-26 22:56:58,Pending,Wallet
Q-pipe-20260817170515-c0ef-orders-00129,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,order_status not in allowed business statuses,ORD-0004360,CUST-000013,P-PRD-108,1,750.0,0.0,750.0,2026-05-20 00:18:03,UNKNOWN_ERROR_STATUS,Net Banking
Q-pipe-20260817170515-c0ef-orders-00130,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,orphaned customer_id (not in customer master),ORD-0002320,CUST-ORPHAN-941393,P-PRD-103,1,189.0,0.0,189.0,2026-03-09 04:49:57,Shipped,Debit Card
Q-pipe-20260817170515-c0ef-orders-00131,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0000788,CUST-000113,P-PRD-105,2,4500.0,0.0,9000.0,2026-99-99 25:99:99,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00132,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0001813,CUST-000165,P-PRD-106,-4,1200.0,0.0,-4800.0,2026-04-03 14:05:21,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00133,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000266,CUST-000184,P-PRD-101,1,2499.0,0.0,2499.0,2026-03-07 02:42:45,Processing,Debit Card
Q-pipe-20260817170515-c0ef-orders-00134,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0000283,,P-PRD-109,1,550.0,0.1,495.0,2026-05-18 10:48:49,Shipped,Wallet
Q-pipe-20260817170515-c0ef-orders-00135,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000284,CUST-000226,P-PRD-103,1,189.0,0.0,189.0,2026-05-01 00:47:19,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00136,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000537,CUST-000035,P-PRD-106,4,1200.0,0.0,4800.0,2026-03-18 18:02:49,Processing,Debit Card
Q-pipe-20260817170515-c0ef-orders-00137,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0002333,,P-PRD-103,1,189.0,0.0,189.0,2026-02-23 04:12:56,Refunded,Credit Card
Q-pipe-20260817170515-c0ef-orders-00138,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0001310,CUST-000424,P-PRD-112,3,-179.0,0.0,-537.0,2026-02-28 19:52:27,Processing,UPI
Q-pipe-20260817170515-c0ef-orders-00139,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0000800,CUST-000219,P-PRD-108,0,750.0,0.0,0.0,2026-06-26 04:37:48,Processing,Net Banking
Q-pipe-20260817170515-c0ef-orders-00140,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0001311,CUST-000196,P-PRD-109,5,550.0,0.0,2750.0,2026-99-99 25:99:99,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00141,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,order_status not in allowed business statuses,ORD-0001314,CUST-000391,P-PRD-107,1,199.0,0.05,189.05,2026-04-07 03:10:03,UNKNOWN_ERROR_STATUS,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00142,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0002339,CUST-000101,P-PRD-112,-3,179.0,0.0,-537.0,2026-07-08 07:30:24,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00143,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,order_status not in allowed business statuses,ORD-0001820,CUST-000268,P-PRD-110,2,3500.0,0.05,6650.0,2026-05-08 07:55:46,UNKNOWN_ERROR_STATUS,Debit Card
Q-pipe-20260817170515-c0ef-orders-00144,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0003365,CUST-000214,P-PRD-101,1,2499.0,0.0,2499.0,2026-05-29 18:34:37,Cancelled,Net Banking
Q-pipe-20260817170515-c0ef-orders-00145,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0004390,CUST-000059,P-PRD-108,-4,750.0,0.1,-3000.0,2026-02-26 00:17:09,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00146,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0004903,CUST-000292,P-PRD-102,2,-899.0,0.0,-1798.0,2026-07-29 22:41:01,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00147,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0003880,CUST-000250,P-PRD-112,1,-179.0,0.2,-179.0,2026-03-01 19:01:05,Completed,Net Banking
Q-pipe-20260817170515-c0ef-orders-00148,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,orphaned customer_id (not in customer master),ORD-0003366,CUST-ORPHAN-998223,P-PRD-112,3,179.0,0.0,537.0,2026-08-16 22:06:15,Shipped,Debit Card
Q-pipe-20260817170515-c0ef-orders-00149,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0002858,CUST-000059,P-PRD-106,0,1200.0,0.0,0.0,2026-07-05 14:59:47,Completed,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00150,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000284,CUST-000051,P-PRD-107,2,199.0,0.0,398.0,2026-06-06 08:01:34,Pending,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00151,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0004913,CUST-000428,P-PRD-106,0,1200.0,0.0,0.0,2026-03-03 00:37:03,Refunded,Credit Card
Q-pipe-20260817170515-c0ef-orders-00152,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0002359,CUST-000156,P-PRD-102,0,899.0,0.0,0.0,2026-05-31 10:43:31,Completed,Wallet
Q-pipe-20260817170515-c0ef-orders-00153,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000313,CUST-000289,P-PRD-108,3,750.0,0.1,2025.0,2026-06-16 09:51:43,Cancelled,Credit Card
Q-pipe-20260817170515-c0ef-orders-00154,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0002873,,P-PRD-110,1,3500.0,0.0,3500.0,2026-08-15 10:48:48,Shipped,UPI
Q-pipe-20260817170515-c0ef-orders-00155,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0001337,CUST-000214,P-PRD-105,0,4500.0,0.0,0.0,2026-07-24 16:38:51,Cancelled,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00156,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000829,CUST-000432,P-PRD-103,1,189.0,0.0,189.0,2026-03-15 23:32:26,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00157,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0003901,CUST-000377,P-PRD-107,-5,199.0,0.05,-995.0,2026-06-10 14:12:23,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00158,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0004416,CUST-000309,P-PRD-108,0,750.0,0.1,0.0,2026-02-26 11:13:53,Completed,Net Banking
Q-pipe-20260817170515-c0ef-orders-00159,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0001195,CUST-000414,P-PRD-112,1,179.0,0.05,170.05,2026-05-28 02:27:21,Refunded,Debit Card
Q-pipe-20260817170515-c0ef-orders-00160,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0003395,CUST-000394,P-PRD-107,0,199.0,0.0,0.0,2026-04-08 15:14:31,Shipped,Credit Card
Q-pipe-20260817170515-c0ef-orders-00161,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0001348,CUST-000476,P-PRD-108,2,-750.0,0.15,-1500.0,2026-06-21 23:28:24,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00162,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,orphaned customer_id (not in customer master),ORD-0002371,CUST-ORPHAN-950777,P-PRD-111,1,249.0,0.0,249.0,2026-07-21 06:02:43,Refunded,Debit Card
Q-pipe-20260817170515-c0ef-orders-00163,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,order_status not in allowed business statuses,ORD-0003396,CUST-000179,P-PRD-110,2,3500.0,0.05,6650.0,2026-02-28 20:54:20,UNKNOWN_ERROR_STATUS,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00164,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0001866,CUST-000403,P-PRD-109,0,550.0,0.0,0.0,2026-06-03 16:02:17,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00165,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0002939,CUST-000428,P-PRD-104,1,299.0,0.0,299.0,2026-05-16 14:11:42,Pending,Credit Card
Q-pipe-20260817170515-c0ef-orders-00166,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0004940,,P-PRD-112,2,179.0,0.0,358.0,2026-08-08 18:01:41,Shipped,Debit Card
Q-pipe-20260817170515-c0ef-orders-00167,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0003402,CUST-000400,P-PRD-102,5,899.0,0.0,4495.0,2026-99-99 25:99:99,Pending,Wallet
Q-pipe-20260817170515-c0ef-orders-00168,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0002899,,P-PRD-112,1,179.0,0.15,152.15,2026-04-05 00:13:49,Completed,Net Banking
Q-pipe-20260817170515-c0ef-orders-00169,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0004435,,P-PRD-105,1,4500.0,0.0,4500.0,2026-03-10 13:15:31,Processing,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00170,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0004437,,P-PRD-107,3,199.0,0.0,597.0,2026-06-05 08:48:31,Pending,Wallet
Q-pipe-20260817170515-c0ef-orders-00171,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0004947,CUST-000484,P-PRD-106,-1,1200.0,0.05,-1200.0,2026-05-16 12:51:19,Completed,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00172,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,order_status not in allowed business statuses,ORD-0000344,CUST-000436,P-PRD-103,1,189.0,0.0,189.0,2026-02-21 10:59:54,UNKNOWN_ERROR_STATUS,UPI
Q-pipe-20260817170515-c0ef-orders-00173,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0002905,CUST-000301,P-PRD-103,-1,189.0,0.0,-189.0,2026-05-25 06:50:32,Pending,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00174,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,order_status not in allowed business statuses,ORD-0001369,CUST-000234,P-PRD-105,1,4500.0,0.05,4275.0,2026-04-13 02:24:21,UNKNOWN_ERROR_STATUS,UPI
Q-pipe-20260817170515-c0ef-orders-00175,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0000349,CUST-000317,P-PRD-108,-2,750.0,0.05,-1500.0,2026-04-08 04:45:43,Completed,Debit Card
Q-pipe-20260817170515-c0ef-orders-00176,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,customer_id is null | orphaned customer_id (not in customer master),ORD-0000865,,P-PRD-106,3,1200.0,0.0,3600.0,2026-04-13 07:34:38,Refunded,UPI
Q-pipe-20260817170515-c0ef-orders-00177,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0000355,CUST-000107,P-PRD-108,1,-750.0,0.2,-750.0,2026-05-11 22:51:45,Refunded,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00178,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000490,CUST-000326,P-PRD-103,1,189.0,0.0,189.0,2026-03-22 03:09:51,Completed,UPI
Q-pipe-20260817170515-c0ef-orders-00179,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0004967,CUST-000180,P-PRD-112,1,-179.0,0.0,-179.0,2026-05-12 13:07:54,Processing,UPI
Q-pipe-20260817170515-c0ef-orders-00180,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0004460,CUST-000484,P-PRD-103,2,189.0,0.1,340.2,2026-99-99 25:99:99,Cancelled,Net Banking
Q-pipe-20260817170515-c0ef-orders-00181,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0001389,CUST-000104,P-PRD-105,1,4500.0,0.2,3600.0,2026-04-19 00:59:49,Processing,Credit Card
Q-pipe-20260817170515-c0ef-orders-00182,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0001389,CUST-000170,P-PRD-106,2,1200.0,0.05,2280.0,2026-08-18 10:38:37,Cancelled,Wallet
Q-pipe-20260817170515-c0ef-orders-00183,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0003439,CUST-000415,P-PRD-110,-3,3500.0,0.0,-10500.0,2026-06-24 20:03:11,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00184,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0000880,CUST-000151,P-PRD-110,0,3500.0,0.0,0.0,2026-07-02 13:54:35,Refunded,Wallet
Q-pipe-20260817170515-c0ef-orders-00185,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,order_status not in allowed business statuses,ORD-0003952,CUST-000110,P-PRD-109,1,550.0,0.0,550.0,2026-05-11 19:11:26,UNKNOWN_ERROR_STATUS,Debit Card
Q-pipe-20260817170515-c0ef-orders-00186,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0003956,CUST-000024,P-PRD-104,1,299.0,0.0,299.0,2026-99-99 25:99:99,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00187,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0001400,CUST-000016,P-PRD-108,-3,750.0,0.0,-2250.0,2026-05-25 02:44:33,Cancelled,UPI
Q-pipe-20260817170515-c0ef-orders-00188,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0004473,CUST-000018,P-PRD-112,1,179.0,0.05,170.05,2026-99-99 25:99:99,Cancelled,Credit Card
Q-pipe-20260817170515-c0ef-orders-00189,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0002939,CUST-000032,P-PRD-102,3,899.0,0.0,2697.0,2026-04-14 18:27:37,Completed,UPI
Q-pipe-20260817170515-c0ef-orders-00190,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0003453,CUST-000108,P-PRD-105,2,4500.0,0.0,9000.0,2026-99-99 25:99:99,Pending,Wallet
Q-pipe-20260817170515-c0ef-orders-00191,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,orphaned customer_id (not in customer master),ORD-0001918,CUST-ORPHAN-999088,P-PRD-101,5,2499.0,0.0,12495.0,2026-04-27 07:09:06,Cancelled,UPI
Q-pipe-20260817170515-c0ef-orders-00192,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0001409,CUST-000480,P-PRD-101,-2,2499.0,0.1,-4998.0,2026-07-29 18:50:09,Pending,Debit Card
Q-pipe-20260817170515-c0ef-orders-00193,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0004481,CUST-000283,P-PRD-107,1,199.0,0.0,199.0,2026-99-99 25:99:99,Shipped,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00194,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0003972,CUST-000100,P-PRD-105,-2,4500.0,0.0,-9000.0,2026-03-24 18:37:12,Cancelled,UPI
Q-pipe-20260817170515-c0ef-orders-00195,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0000392,CUST-000344,P-PRD-107,1,199.0,0.0,199.0,2026-99-99 25:99:99,Cancelled,Cash on Delivery
Q-pipe-20260817170515-c0ef-orders-00196,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0000103,CUST-000087,P-PRD-106,2,1200.0,0.2,1920.0,2026-06-12 15:46:37,Pending,Net Banking
Q-pipe-20260817170515-c0ef-orders-00197,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0004490,CUST-000431,P-PRD-112,1,-179.0,0.05,-179.0,2026-04-18 10:44:03,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00198,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0004491,CUST-000146,P-PRD-103,4,-189.0,0.0,-756.0,2026-03-04 23:49:09,Cancelled,Net Banking
Q-pipe-20260817170515-c0ef-orders-00199,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0002443,CUST-000184,P-PRD-109,1,550.0,0.0,550.0,2026-99-99 25:99:99,Shipped,Net Banking
Q-pipe-20260817170515-c0ef-orders-00200,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,orphaned customer_id (not in customer master),ORD-0002446,CUST-ORPHAN-959009,P-PRD-101,4,2499.0,0.0,9996.0,2026-04-03 01:33:29,Completed,Wallet
Q-pipe-20260817170515-c0ef-orders-00201,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0000911,CUST-000497,P-PRD-109,1,550.0,0.2,440.0,2026-99-99 25:99:99,Pending,UPI
Q-pipe-20260817170515-c0ef-orders-00202,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,duplicate order_id,ORD-0001424,CUST-000303,P-PRD-104,1,299.0,0.0,299.0,2026-04-17 03:08:40,Pending,Net Banking
Q-pipe-20260817170515-c0ef-orders-00203,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,invalid or unparseable order_date format,ORD-0000401,CUST-000273,P-PRD-102,1,899.0,0.0,899.0,2026-99-99 25:99:99,Refunded,Credit Card
Q-pipe-20260817170515-c0ef-orders-00204,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,quantity must be greater than 0,ORD-0002962,CUST-000069,P-PRD-111,-1,249.0,0.0,-249.0,2026-04-26 07:01:27,Completed,Net Banking
Q-pipe-20260817170515-c0ef-orders-00205,pipe-20260817170515-c0ef,orders,2026-08-17T17:05:16.284755,unit_price must be greater than 0,ORD-0001942,CUST-000432,P-PRD-111,1,-249.0,0.0,-249.0,2026-03-13 19:14:07,Shipped,Cash on Delivery
